"","ID","Short Title","Year"
"1067","A85254","Hind's ramble :$bor, the description of his manner and course of life. Wherein is related the several robberies he hath committed in England, and the escapes he hath made upon several occasions. With his voyage into Holland, and how he cheated a Dutch-man there of 200.l. And from thence went into Ireland, where he did many robberies, and was wounded by some of his own party. With a relation of his going to the Scotch King, where he was made scoutmaster general, and afterwards (as 'tis generally reported) was the onely man that conveyed the Scotch King to London, who since is shipt away for beyond seas. A book full of delight, every story affording its particular jest.","1651"
"1068","A85286","A fight at sea between the Parliament ships &amp; those that revolted, :$band the boarding of some of the Parliament ships, by a party from the three Castles in Kent that are kept for the King and the storming of Maymor Castle. Also a bloody fight in Ireland. And a treaty of the Commanders of the revolted ships with the Duke of Yorke","1648"
"1069","A85287","A fight at sea :$btwo ships taken by Prince Charles his officers. And Prince Charles very ill, and in danger of death. The Lord Willoughby and Sir John Batten, both put out, and Prince Rupert made Admirall, and Captian Robert Welch Vice-Admirall. The Estates message to Vantrumpe, and the agreement at the treaty. Also other extraordinary news from the Earle of Warwicks ships. Brought on Munday November 6, 1648.","1648"
"1070","A85346","Vnheard-of curiosities :$bconcerning the talismanical sculpture of the Persians; the horoscope of the patriarkes; and the reading of the stars. Written in French, by James Gaffarel. And Englished by Edmund Chilmead, Mr. of Arts, and chaplaine of Christ-Church Oxon.","1650"
"1071","A85351","Good nevves from General Blakes fleet :$btwenty Holland ships taken: vvith a list of the particulars. And the vvhole Hollanders fleet pursued by Gen. Blake and Sir George Ayscue. Also how the Hollanders fell upon 10 English merchants ships, and three men of war. And the successe thereof.","1652"
"1072","A85356","Good news from Nevv-England: :$bwith an exact relation of the first planting that countrey : a description of the profits accruing by the worke. Together with a briefe, but true discovery of their order both in church and common-wealth, and maintenance allowed the painfull labourers in that vineyard of the Lord. With the names of the severall towns, and who be preachers to them.","1648"
"1073","A85452","America painted to the life. :$bA true history of the originall undertakings of the advancement of plantations into those parts, with a perfect relation of our English discoveries ... 1628. to 1658. declaring the forms of their government, policies, religions, manners, customes, military disciplines, warres with the Indians, the commodities of their countries, a description of their townes, and havens, the increase of their trading with the names of their governours and magistrates. More especially an absolute narrative of the north parts of America, and of the discoveries and plantations of our English in New-England.$cWritten by Sir Ferdinando Gorges .... Publisht ... by his grand-child Ferdinando Gorges Esquire, who hath much enlarged it and added severall accurate descriptions of his owne.","1658"
"1074","A85532","The Antiquity &amp; excellency of globes. :$bWhat a globe is, and of the circles without the globe, what the horizon is with the things described thereon, also what the meridian is, the poles, axes, houre circle and index. Moreover of the circles which are described on the supersicies of the globes; of the equinoctiall circle, zodiack, and eccliptick, of the tropicks, what the artick and antartick circles are; of the verticall circles, and quadrant of latitude, of the zones and their numbers of climates and paralels. All which are proper to the celestiall and terrestriall globes, with their uses, profitable for all that would be instructed in geography.","1653"
"1075","A85565","A great and blovdy fight at sea: between five men of war belonging to the Parliament of England, and a squadron of the Irish Fleet; :$bwherein is contained, the full particulars, and manner of the said fight; the number of ships that were sunk and taken, together with divers prisoners, great store of match and bullet, and 40 pieces of ordnance, and the rest of the fleet quite dispersed and scattered. Also, the resolution of the Welsh men, and the Parliaments declaration to the Kingdom. Likewise, the act and proclamation of the Kingdom of Scotland, touching the crowning of the Prince of VVales. Imprimatur, Theodore Jennings.","1649"
"1076","A85567","A great and bloody fight at sea on Monday 16 August, neere Plimouth: :$bbetween Sir George Ayscue and the Holland fleet. From one a clock in the afternoone, untill eight a clock at night. With a list of the particulars of the losse on both sides.","1652"
"1077","A85574","A Great and famous sea-fight between the English and Dutch on Friday last, between the coast of Norfollk and Essex;$bwith the particulars thereof, the event and sucess; and the great execution done by key-shot, long chains, and bolts of iron; divers having their legs and arms torn asunder. Also the number of Holland ships sunk &amp; taken, that came forth with letters of mart, together with the number of prisoners; their examination and confession; and the strange and wonderful speech of their admiral upon his engaging of the English. Likewise, the names of the new generals chosen by the Parliament; the coming up of the great fleet of colliers &amp; propositions therupon to the Lord Cromwel, in behalf of the poor citizens of London.","1652"
"1078","A85575","A great and famous victory obtained by the Parliaments navy near the Isle of VVight,$bagainst fifty sail of Hollanders: with the particulars of this great and desparate engagement, the manner of the fight, and the number of ships sunken and taken, and the great loss on both sides. Also the King of Denmarks declaration, touching the Hollanders, the setting forth of his great armado, the drawing down of all his land-forces to the sea-coast; and the Queen of Swedens proclamation, touching the King of Scots, the Parliament of England, and their fleet at Sea. Published according to Order.","1652"
"1079","A85576","A Great and glorious victory obtained by the English against the French, upon the coast of Callice; :$bwith the dispiersing of the Royal Navie belonging to King Lewis, the taking of the Newfound-land fleet; and the chasing of the King of Scots Vice-Admiral, and his men of war, unto the Fort Royal. With the manner how Captain Foster in the Ph&oelig;nix, Cap. Benjamin in the Pearl frigat, and Cap. George Crocknel in the Merlin, bare up to them within canon shot of the castle; and the event and success thereof. Likewise, the particulars of a great and lamentable engagement in Scotland, the number of men killed and taken on both sides; and the taking of the field again by both armies.","1654"
"1080","A85578","A Great &amp; terrible fight at sea neer the Coast of Holland, :$bbetween the English fleet commanded by General Dean, General Monk, and Vice-Admiral Pen, and the Dutch fleet commanded by Admiral Vantrump, Admiral De-Wit, Admiral Ruttier, and Vice-Admiral Evarson, with the number of ships burnt, sunk, and taken, the loss on both sides, and the manner of this great and lamentable engagement. Together with a humble representation to his Excellency the Lord Gen. Cromwel, and the officers of the Army. Published according to order.","1653"
"1081","A85580","A Great and wonderful victory obtained by the English forces, under the command of General Pen, and Gen. Venables, against the French, and others, in the West Indies: :$bwith the manner of a great sudden, and valiant engagement, the desperate onset given by the indian bow-men, the bringing up of the great reserves by the French general, the totall routing of them all immediatly upon landing, the taking of 2[6]00 prisoners, and the number slain upon the place, the taking of three and thirty gold and silver mines, and the firing of many places by the French, and sacrificing of their lives in the flames.","1655"
"1082","A85593","A great fight at sea, between the English, French, Dutch, and Portugals, neer Gibralterre in the Streights: :$bwith the manner of their engagement; the particulars of the fight; and the number of ships sunk and taken by Captain Pen, vice-admirall for the Parliament of England also a bloudy fight in Ireland between the Parliaments forces, commanded by Collonel Axtel, Col. Pretty, Col. Zanchey, and Col. Cooke; and the Irish under the command of Commis. General Dungan. With a list of the colonels, lieutenant-colonels, majors, captains, and the rest of the officers and souldiers, killed and taken prisoners on both sides.","1651"
"1083","A85601","A great fight near Pendennis Castle in Cornwall between the Lord Hopton, and the Parliaments forces, :$bupon the landing of his men for the fetching in of provision; with the number killed and wounded on both sides. Also, another bloudy fight at sea, between a squadron of the Princes fleet, and 18. marchants ships which were coming for London; with the particulars thereof, the number that were slain, two of the enemies ships sunk, and the rest chased to the Isle of Scilley. Together with severall propositions made by the General Councell of the Army; and their resolutions touching the Navy at sea, and the Army in Ireland.","1649"
"1084","A85630","A great victory obtained at sea, :$band the full particulars of a bloudy fight of Tuesday last, between the princes ships, and the Parliaments, four leagues from Jersey, with the number killed, sunk, and taken, and 14 sayl of ships seized on, &amp; carryed to Dunkirk. Also, a great fleet setting forth from thence for Prince Charles, commanded by Capt. Whittington, Admiral for his Highness, and their resolution to fall down into the river of Thames to seize on the Parliaments shipping, and to burn, kill and destroy, all that do oppose them. With the great emperors Proclamation, prohibiting all English Marchants from trading within his territories unlesse in Prince Charles his name, or by his letter-pattents.","1649"
"1085","A85635","A great victory obtained by the Lord Gen: Blake, commander in chief of the Parliaments navy at sea; against the Lord Admiral Vantrump, Lieutenant-General for the States of Holland. :$bWith the manner of their engagement; the particulars of the fight on Sunday last upon the Dutch-Coast; the number of ships sunk, fir'd, and taken; the beating of the Hollanders into their harbors; and Generall Blakes resolution to fall in upon them with fire and sword. Likewise, the Dutch-mens new oath and protestation, to fight it out to the last man; the shipping of their land-forces; the double manning of their navy; a perfect list of the English fleet; and the Royal Soveraign putting forth to sea for their assistance. Published by authority.","1652"
"1086","A85640","A great victory obtained by Prince Charles :$bhis ships; upon the north coast of England, with the particulars thereof, and the proceedings of the rear-admirall with fifty pieces of ordnance. Also, a new rising in Lancashire, and proclaiming of His Highnesse King of Great Prittain [sic], and Ireland, at Newark upon Trent, and in the north of England; and a bloudy fight thereupon. Likevvise, the declaration of the Coruish-men [sic], concerning Prince Charles; and the King of Denmark's Proclamation against the Parliament of England.","1649"
"1087","A85641","A great victory obtained by the King of France against the Prince of Conde; with the particulars of the fight; :$band the manner how Collonell James Stuart (second son to the late King of England) with a brigade of horse, charged the Prince of Conde's own regiment, with a resolution to fight either to death or victory; and after a bloudy conflict totally routed them; and with the assistance of Gen. Turein, put 6000 to the flight, killed above 800, took priosners about 1200, and 100 colours; with all their ordnance, arms, ammunition, bag and baggage. Also, a list of the names, of the chief officers, slain, taken, and wounded on both sides; likewise, the Prince of Conde's letter to the Parl. of England; and the declaration, and message, of the King of Scots; with his granting forth new commissions, to make war with the English; the setting forth of a new fleet under the command of Sir George Carteret; the number of the ships; and their taking of a rich prize bound from England, laden with gold and silver.","1652"
"1088","A85806","A description of the new world. :$bor, America islands and continent: and by what people those regions are now inhabited. And what places are there desolate and without inhabitants. And the bays, rivers, capes, forts, cities and their latitudes, the seas on their coasts: the trade, winds, the North-west passage, and the commerce of the English nation, as they were all in the year 1649. Faithfully described for information of such of his countrey as desire intelligence of these perticulars. By George Gardyner of Peckham, in the country of Surrey Esq.","1651"
"1089","A85818","A true description of Carolina","1682"
"1090","A85837","Publick good without private interest, or, A compendious remonstrance of the present sad state and condition of the English colonie of Virginea [sic] :$bwith a modest declaration of the severall causes ... why it hath not prospered better hitherto ... /$chumbly presented to His Highness the Lord Protectour, by a person zealously devoted, to the more effectual propagating of the Gospel in that nation ...","1657"
"1091","A85921","The first lecture touching navigation /$cread publiquely at Sr. Balthazar Gerbiers accademy. Imprimatur, Hen: Scobell, Cleric: Parliamenti.","1649"
"1092","A85968","The Ghost or The woman wears the breeches. :$bA comedy written in the year MDCXL.","1653"
"1093","A86001","Astrologonaytis or, The astrological seaman :$bdirecting merchants, mariners, &amp;c. adventuring to sea, how (by God's blessing) to escape many dangers which commonly happen in the ocean. Unto which (by way of appendix) is added, A diary of the weather for XXI. years, very exactly observed in London: with sundry observations made thereon. By John Gadbury, student in physick and astrology.","1697"
"1094","A86113","The right of dominion, and property of liberty, whether natural, civil, or religious. :$bWherein are comprised the begining and continuance of dominion by armes; the excellency of monarchy, and the necessity of taxes, with their moderation. As also the necessity of his Highness acceptation of the empire, averred and approved by presidents of pr&aelig;terit ages, with the firm settlement of the same against all forces whatsoever. /$cBy M.H. Master in Arts, and of the Middle Temple.","1655"
"1095","A86321","Jamaica viewed :$bwith all the ports, harbours, and their several soundings, towns, and settlements thereunto belonging together, with the nature of it's climate, fruitfulnesse of the soile, and its suitableness to English complexions. With several other collateral observations and reflexions upon the island. /$cBy E.H.","1661"
"1096","A86379","His Majesties going from the Isle of Wight and the answer of the Lord Major, aldermen, and Common councell, to the Lord Fairfax his letter to the City of London. :$bAlso, a letter from the Lord Generall Fairfax, concerning the citizens of London that have guarded the Parliament, and the head-quarters now at St. Iames, the mewes, and other places about the city. With the armies appeal from the Parliament to the kingdom, and a letter from the Parliament to the Lord Generall. A full relation touching Col. Hamond, and other passages in the Isle of Wight. The originall papers were read, and this is published for generall satisfaction to the kingdom.","1648"
"1097","A86446","The last great and terrible sea-fight between the English and Dutch, on Tuesday and Wednesday last, upon the Western sound neer Cornwal, :$bcontinuing for the space of two and twenty houres: the particulars of the bloudy conflict; the manner of engagement; and how Sir G. Ayscue charged quite through the enemies fleet with the Rainbow, with the loss of 12 men, and 60 shot in the hull, the number of ships sunk, taken, and burnt on both sides; the great loss that befel the English in the Bonaventure, Elizabeth, and George; the ships rent and batter'd; and Capt. Pack, and divers others, torn limb from limb with canon-shot. Brought by the last post, Sunday August 22. And published according to order.","1652"
"1098","A86462","The Hollanders embassage to England. :$bConcerning, the good will which they bear to the Protestants in Ireland: signified in a letter which they sent to Sir Iohn Penington, vice-admirall of his Majesties fleet. Also, his letter, and their answer. As also. The description of the sea-fight, which was between the Hollanders, and the navie belonging to Dunkirk, which was provided to ayd the rebels in Ireland: the Hollanders getting the conquest, and they the overthrow. With, the humble petition of the inhabitants of the countie of Essex: to the honourable knights and burgesses of the House of Commons in Parliament.","1642"
"1099","A86513","The honour of the English soldiery, :$billustrated by way of parallel, betwixt them, and those of other nations, in point of discipline and behaviour; especially of France. Occasioned by severall relations, sent over, touching the barbarous tyranny of the French soldiery, and their forein auxiliaries. Set forth as a warning to England, against admitting the Scots, or any other foreiners under any pretence whatsoever.","1651"
"1100","A86908","The island of Assada, neere Madagascar impartially defined, :$bbeing a succint, yet plenary discription of the situation, fertility and people therein inhabiting. Clearely demonstrating to the adventurer or planter, the right way for disposing his adventure to his most commodious advantage; advising people of all degrees, from the highest to the lowest, how suddainly raise their estate and fortunes&middot; By Lieutenant Colonell Robert Hunt, governour thereof.","1650"
"1101","A86949","The speech and confession, of Sr Henry Hide (embassador for the King of Scotland, to the emperour of Turkie) at the place of execution, against the Royal Exchange in Cornhill, on the day the 4 of March, 1651. :$bwith the manner of his deportment on the scaffold; his kissing of the ax and block, his prayer; and oration to the people, touching his master the King; as also the manner how he was first taken in Turkie, by the English marchants, and sent prisoner to the Parliament, in the London-Dragon. With the charge exhibited against him at his tryal.","1650"
"1102","A87174","A panegyrick of the most renowned and serene Princess Christina, :$bby the grace of God, Queene of Swedland, Goths and Vandals. /$cWritten originally in French, by the learned pen of Mr. de Harst, and now translated into English by W.L. Gent.","1656"
"1103","A87197","Ireland. :$bOr a booke : together with an exact mappe of the most principall townes, great and small, in the said kingdome. Wherein the longitude, latitude, and distance of one towne from another, as also the county or province such place is in, alphabetically set down. Very usefull for all sorts of people, that have or may have any interest in that kingdome.","1647"
"1104","A87397","Joyfull nevves for the citizens of London from the Princes fleet at sea; :$bwherein is communicated, the the [sic] full particulars of a great victory obtained, the dispiersing of the Navy, and beating them into severall harbours; the taking of thirty ships and frigats, two hundred pieces of ordnance, and above four hundred prisoners. The rising of a new army in Ireland, for Prince Charles, consisting of twenty thousand and their declaration and letter sent to his Highness shewing their present resolution and intentions. With the further proceedings of the Prince, and the Scots, the preparations against England, and the buying of ten thousand armes in Holland.","1649"
"1105","A87401","Joyfull news from Ireland, :$bbeing a relation of a battell which was fought between the Protestants, and the rebels of Ireland, where the Protestants got the victory, giving the rebels a great overthrow. Also how the Earle of Mackquere was taken prisoner. Also the copy of a proclamation set forth by the rebels. With the warrantable and true discovery of the last plot in Ireland.","1641"
"1106","A87408","Ioyfull nevves from sea: or, Good tidings from my Lord of Warwicke, of his encounter with some Spanish ships, with the happy successe he obtained thereby. :$bAlso herein is declared what store of ammunition, money, and other necessaries for war, were by our English ships taken from them. viz. muskets 500 swords 507 pikes and halfe pikes 813 dragoones 99 arms for horse &amp; foot 150 pistolls 200 calrvers 76 ordnance peices [sic], and murtherers 53 and 300000 pound in money. Manifesting to the whole kingdome the wonderfull worke of God, in delivering those that are traytors to the truth of his word, and enemies to the true Catholicke and Protestant religion.","1642"
"1107","A87414","Joyfull nevves from the Princes fleet at sea; :$bcontaining a narrative of the several fights and ingagements, between the two Navies, the Bristoll Men of War, and the London and Yarmouth Marchants, since the first of Aprill 1649. With the resolution of the Princes sea-men touching the Parliament and Army and two of them adjudged to die, and to be hang'd up at the main masts, for declaring against the proceedings of prince Rupert. As also the manner how they were rescued from him by the rest of the mariners. Likewise, a great victory obtained by Col. Jones in Ireland, against the Marquesse of Ormond. And the proposals of the Lord Inchiquins army, to be sent to the parliament of England. Published by authority.","1649"
"1108","A87766","The King of Denmarck. :$bThe King of France, the King of Spain, the states of Vevice [sic] navies on the seas, intended for England. With the cause of their comming, and their intents. As also the just number of all their navies, and the souldiers with them, and where each navie lyes. Likewise, the Danes and Italians resolution concerning His Majesty. And the names of the captains of each navie, Captain Keevalo Dunous for the Danes. Captain De Sunae Bewit for France. Captain Don Pedringano for Spain. Captain Hupah Fenao for the Italians.","1642"
"1109","A87768","The King of Spains cabinet council divulged; or, A discovery of the prevarications of the Spaniards with all the princes and states of Europe, for obtaining the universal monarchy.","1658"
"1110","A87865","The chief articles of the peace, concluded betwixt the emperor, empire, and France.","1697"
"1111","A87925","A letter from a gentleman in America, to his friend in Scotland","1699"
"1112","A87939","A letter from Amsterdam conteining the full relation of the proceedings of the Prince of Orange against that city, :$band the transactions betwixt him, and the citizens, their opening of the sluces to drown the said city, with severall other passages thereupon, and the copy of the Prince of Orange his letter the magistrates of the city. With an exact relation of the five days seige or blocking up, of Amsterdam by the Prince of Orange, and Grave William of Nassaw. Together with a particular discovery of the whole design and opening the sluces to let in the sea, which hath overflown great part of the land.","1650"
"1113","A87940","A letter from Amsterdam to M.C. in London :$bDiscovering the taking of Sr. Thomas Armstrong with the narrow escape of my Lord Gray and Mr. Eerguson at Leyden in Holland.","1684"
"1114","A87949","A letter from General Blakes fleet with the particulars of the great and bloody fight with the Dutch, :$bneer Goodwin Sands, on Tuesday night last. And the pursuit of the Hollanders by the English then and since. Also the particulars of the losse on both sides.","1652"
"1115","A87963","A letter from Scotland :$bgiving a true relation of the present posture of affairs in that kingdom, in reference to the expected invasion from France; : and particularly, the care that was taken to prevent the Castle of Edinburgh from being betrayed. : Together with two proclamations, the one against ministers not praying for Their Majesties King William and Queen Mary. : The other for a solemn national monthly-fast : licensed May the 7th, J.F. 1692.","1692"
"1116","A87973","A Letter from the fleet, with a diurnal account of the military affairs between the English and the Dutch, :$bfrom Friday the 3d. of June, till Thursday the 9th. of June. Relating the taking and firing many of the Dutch since the late fight, the blocking up Flushing and other harbours, the landing of men at the Texel aud [sic] in Zealand, and the opposition made by the Hollanders.","1653"
"1117","A87974","A Letter from the French King to the great Turk :","1692"
"1118","A87983","A letter from the Lord Mayor, aldermen and Common Councell of the City of London; :$bin answer to a letter from the L. Generall, and the armies seizing and carrying away great summes of money from Weavers Hall, and Goldmsiths Hall; and an accompt what that money was for. And a fight at sea, certain ships lying before Portsmouth, and the last remarkable news from the Earle of Warwick. Also a warrant from the Lord Generall, to the aldermen and deputies of the respective wards within the City of London; and the proceedings thereupon.","1648"
"1119","A88016","A letter sent from the states of Holland to the King of Scots, :$bimploring his personal residence and assistance: with their desires, propositions, engagement, and promise; agreed upon at a general councel held at the Hague, the 23 of this instant July; and presented by the Lord Boretz. Signed, A. Beauchurst. Also, His titular Majesties answer thereunto; and the great preparations at the Hague for his Royal entertainment. With the declaration of Lieut. Col. John Lilburn touching the same. Published throughout the United Provinces.","1652"
"1120","A88037","A letter to S C.M. a member of Parliament :$bfrom an inhabitant of the island of Barbadoes","1700"
"1121","A88410","A further account of East-New-Jarsey by a letter write [sic] to one of the proprietors thereof, by a countrey-man, who has a great plantation there :$bTogether with the discription of the said province, as it is in Ogilbies atlas, printed in the year, 1671.","1683"
"1122","A88537","A looking-glasse of the world, or, The plundred man in Ireland.$bHis voyage, his observation of the beasts of the field, of the fishes of the sea, of the fowls of the aire, of the severall professions of men, &amp;c.","1644"
"1123","A88573","A treaty of commerce, navigation, and marine affairs, concluded and agreed on at Reswick :$bbetween His Most Christian Majesty's embassadors and plenipotentiaries, on the one part; and the embassadors and plenipotentiaries of the Lords the States General of the United Provinces of the Netherlands, on the other. With some account of the proceedings since between the French and Dutch commissioners relating to the tariff. Never before in English. Translated from the Dutch and French copies.","1699"
"1124","A88719","The last bloudy fight at sea, between the English and the Dutch, :$bon Tuesday last, upon the coast of Denmark: the manner of the engagement; the particulars of the fight; the taking of one hundred and seven ships, and above two thousand prisoners; with the pursuing of three hundred sayl to the coast of Scotland, and besieging of them in Bressie-Iland; the resolution of the Dutch-men to fight it out to the last man, and their preparation and proceedings thereupon. The concluding of a league between the States of Holland, the King of Denmark; the Queen of Sweden; and a declaration of four score of the Swedish men of war.","1652"
"1125","A88726","The last great and bloudy fight between the English and the Dutch, on Thursday morning last neer the Downs: :$bwith the particulars thereof, the number of men killed and wounded on the Parliaments side; and the taking, burning, sinking, and dispiersing of five and forty sayl of the Hollanders by Sir George Ayscue: with his pursuing of Van-Trump to the coast of France; and 24 of his men of war shipwrackt neer St. Mallows; also a great victory obtained by G. Blake; the number of ships taken; and a general rising of the Dutch-men; their choosing of a new admiral; and all persons to die without mercy that will not engage. Sent in a letter to the Parliament of England, and the Councell of State, on Sabbath-day; and printed according to order.","1652"
"1126","A88898","England described: or The several counties &amp; shires thereof briefly handled. :$bSome things also premised, to set forth the glory of this nation. /$cBy Edward Leigh Esquire, Mr of Arts of Magdalen-Hall in Oxford.","1659"
"1127","A88924","Decennium luctuosum :$bAn history of remarkable occurrences, in the long war, which New-England hath had with the Indian salvages, from the year, 1688. To the year 1698. Faithfully composed and improved. [One line of quotation in Latin]","1699"
"1128","A89033","A memento for Holland :$bor A true and exact history of the most villainous and barbarous cruelties used on the English merchants residing at Amboyna in the East-Indies, by the Netherland governor and conncel [sic] there. Wherein is shewed what tortures were used to make them confess a conspiracy they were never guilty of; by putting them on the rack, and by a water torture, to suffocate them; and by burning them under their arm pits, and soals of their feet, till their fat by dropping extinguished the candles.","1653"
"1129","A89111","A message sent to the L. Admiral Vantrump from the High and Mighty Lords the States General of the united Provinces, touching hostile acts toward all English ships, whether merchants of others. :$bWith the burning and consuming of the state-house and bank of money at Amsterdam, and the firing of a gallant ship in the harbour; and the debates of the states at the Hague, touchin their constituting the young Pr. of Orange, Governor of the United Provinces. Likewise, a full and perfect relation of the late transactions betwixt the two fleets under the command of Sir Geo. Ascue, and Admiral Vantrump upon the Downs; with Vantrumps design to have surprised our ships in the hope; his sailing westward, and his design therein. Also a bloudy fight at sea, and the taking of divers Dutch ships by his excellency General Blake in the Northern seas.","1652"
"1130","A89128","The mid-nights vvatch, or, Robin Good-fellow his serious observation; :$bwherein is discovered the true state and strength of the kingdome as at this day it stands without either faction or affaction.","1643"
"1131","A89296","A more perfect and exact relation of the last great and terrible sea-fight neer the Downs, :$bbetween the two great fleets of England and Holland, on Tuesday last: with a list of the particulars; the chasing of the Dutch fleet to their own coast, on Wednesday and Thursday; the great execution done on both sides; the number of ships sunk, taken, batter'd, rent and torn; and divers of the English forced to strike into harbor for fear of sinking; with the return of Gen. Blake to the Downs: and another bloudy fight neer the Streights between the English and Dutch, continuing for the space of 3 days; with the sad event and success therof.","1652"
"1132","A89344","The lawes of Virginia now in force :$bcollected out of the assembly records and digested into one volume : revised and confirmed by the Grand Assembly held at James-City by prorogation the 23d of March 1661 in the 13th year of the reign of our soveraign lord King Charles the II.","1662"
"1133","A89355","A most exact and true relation, extracted out of the registers of the acts, ordinances, and publick instruments. :$bWheerby [sic] those passages are laid open, which hapned since the pacification made at Roschilt, on the 26. of Febr. 1657/8. between the most serene princes, the kings of Denmark and Norway, and the King of Sweden; as also, since the immediately ensuing treaties, at Coppenhaghen, and elsewhere, between the Danish commissioners, and the Sweedish ambassadors ... the Swedes infringing the said peace and treaties ... without any cause ... did on the 9th of August of the same year, lay siege unto the the [sic] kingly residency of Coppenhaghen, and to the Castle of Cronenberg, both by sea and land. Translated out of the Danish, and High Dutch copies, printed at Coppenhaghen. Together with a letter written from Hamborough, by an impartial hand. Demonstrating the several mistakes, and sinister allegations, in the Swedish relation ...","1659"
"1134","A89357","The most excellent and famous history of the most renowned knight, Amadis of Greece, surnam'd, the Knight of the Burning Sword, son to Lisvart of Greece, and the fair Onoloria of Trebisond :$bRepresenting his education in the court of King Magadan, his conquering of the defended mountain, his combat with his grandfather the Emperor Esplandian, his killing Frandalon the Ciclops, and falling in love with Lucella, daughter to Alpatracy King of Sicily, his arrival in the isle of Argenes, where he put an end to the enchantments of Queen Zirfea, his assisting his great-grandfather King Amadis in the island of the great Siclades, and in respect to him taking on himself the name of Amadis of Greece: together with the high and noble enterprizes of his cozen Lucencio, Gradamart son to the King of the Giants island, Birmartes son to the King of Spain, and many other noble knights and gallant ladies: all no less useful, than pleasant. Humbly addrest to the beauties of Great Brittain. By a person of quallity. Licensed according to order.","1693"
"1135","A89378","A Most true relation of the great and bloody battell fought upon Monday last neer the coast of England, by three of the Earl of Warwicks ships; namely, the James, George, and Gray-hound, :$bagainst Col. Goring with 7. ships, who was comming to assist His Majesty against the Parl. declaring also the wonderfull victory which they hath obtained against the said Col. Goring, sinking three of his ships, and making all the rest to fly. Also how the states of Holland hath taken 30. sail of ships that were comming to England, laden with great store of arms and ammunition, which were sent from the Prince of Orange and the Dutch cavaleers to His Majesty.","1642"
"1136","A89620","Bellum Tartaricum, or The conquest of the great and most renowned empire of China, by the invasion of the Tartars, :$bwho in these last seven years, have wholy subdued that vast empire. Together with a map of the provinces, and chief cities of the countries, for the better understanding of the story. /$cWritten originally in Latine by Martin Martinius, present in the country at most of the passages herein related, and now faithfully translated into English.","1654"
"1137","A89650","News from the fleet. :$bBeing a true account of what has occurr'd therein since the Dutch ships join'd them in their present expedition for Brest. : With a list of the English and Dutch ships and guns. : Licensed July 24. 1689. J.F. : From the fleet at sea near Ushant, July the 13th, 1689.","1689"
"1138","A89825","America: or An exact description of the West-Indies: :$bmore especially of those provinces which are under the dominion of the King of Spain. /$cFaithfully represented by N.N. gent.","1655"
"1139","A89904","A declaration of the high and mighty lords, the States of Holland, concerning the Parliament and common-wealth of England; :$bwith their instructions and decree given to the Lord High-Admiral Vantrump, for the taking of all English and Scottish ships: and his resolution to fight it out to the last man, against all those who shall engage against them: together with the advancing of the King of Scots standard; his royal message to 7 Chrisitan kings and princes: and L. Col. Lilburns letter to the Lord Gen. Cromwel.","1652"
"1140","A89911","The treaty and articles of agreement between the Estates of Holland, the Prince of Orange, and magistrates of Amsterdam. :$bWith an exact narrative of the chief passages and proceedings at the besieging of the said town by the Prince of Orange; the manner of raising their batteries, and 300 piece of ordnance mounted against the Prince's army. Also the discovery of a great plot and designe aagainst [sic] the towns of Delph. Dort, Medembleck, Harlen and Hoarn. With the Prince's seizing on several Lords of Holland, and commiting them prisoners to Lovestein Castle.","1650"
"1141","A90013","New propositions for peace, :$bpresented to the Kings most excellent Majesty, by the commissioners of the Lords and Commons assembled at Westminster, and His Majesties Royall assent, and gracious answer thereunto on Munday last. VVith His speech in the treaty chamber, concerning the Army. And the joyfull and happy proceedings, of the King, Lords, and Commons, in the treaty. Also, the propositions of the Prince of Wales, to the Earle of Warwick, for a conjunction between the two Navies at Sea: with his Lordships answer thereunto.","1648"
"1142","A90076","News from Germanie. :$bWherein is also related, how the emperours brother Arch-duke Leopold-William hath proceeded according to martiall law against those regiments that ran away in the late battell fought betwixt him and the Swedish generall Torstensohn, near Leipzigk the 23. of October last, 1642.","1642"
"1143","A90084","News from New-England: :$bin a letter written to a person of quality, wherein is a true account of the present state of that countrey, with respect to the late revolution, and the present war with the Indians there. : Together with a relation of a late and bloody fight between the English and the Indians, wherein the latter were routed : As also of a pretended miracle of the French Jesuits in that part of the world : Licens'd Febr. 27. 1689. J.F.","1690"
"1144","A90111","An ode made on the welcome news of the safe arrival and kind reception of the Scottish colony at Darien in America","1699"
"1145","A90157","Oneales escape out of the Tower of London, on Thursday last, being the 5. day of this present May, 1642. :$bTogether with the supposed manner and means of his escape. Wherin is expressed all his trecherous endeavours, plots, and conspiracies, wherein hee hath expressed himself a consanguinean to that rebellious family in Ireland. Together with all the articles exhibited against him, likewise all his accusations, averred and approved by divers honourable persons unto the House of Parliament.","1642"
"1146","A90411","The frame of the government of the province of Pennsylvania in America","1691"
